Machine_ID,Machine_Type,Failure_Prob,Health_Score,Risk_Tier,Scenario_Name,Maintenance_Start_Hour,Maintenance_Planned,Delay_Hours,Expected_Downtime_Hours,Expected_Maintenance_Cost,Expected_Downtime_Cost,Expected_Production_Loss,Expected_Total_Cost,Decision,Decision_Reason
MCH-377,Lathe,0.015,98.5,Healthy,Delay 72h,72,0,72,0.19,1037.43,290.45,48.71,5110.7,Delay,"Low failure risk (p=0.01); delay saves ₹21,298 with only 6.2h extra expected downtime."
MCH-378,Conveyor,0.988,1.2,Critical,Preventive Now,0,1,0,25.93,14315.13,30460.21,9372.16,65784.18,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹175,491 and 13.6h downtime."
MCH-378,Conveyor,0.988,1.2,Critical,Delay 72h,72,0,72,39.52,54787.87,46428.1,14285.24,241274.87,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹175,491 and 13.6h downtime."
MCH-379,Hydraulic Press,0.009,99.1,Healthy,Preventive Now,0,1,0,8.72,21239.55,9585.55,2709.48,31047.99,Delay,"Low failure risk (p=0.01); delay saves ₹28,939 with only 8.6h extra expected downtime."
MCH-379,Hydraulic Press,0.009,99.1,Healthy,Delay 72h,72,0,72,0.16,451.15,172.08,48.64,2109.17,Delay,"Low failure risk (p=0.01); delay saves ₹28,939 with only 8.6h extra expected downtime."
MCH-380,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,12.92,11602.47,35841.12,4012.7,47574.91,Delay,"Low failure risk (p=0.01); delay saves ₹46,188 with only 12.8h extra expected downtime."
MCH-380,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.13,153.29,357.87,40.07,1386.66,Delay,"Low failure risk (p=0.01); delay saves ₹46,188 with only 12.8h extra expected downtime."
MCH-381,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,6.01,23796.43,4284.58,1695.23,28425.46,Delay,"Low failure risk (p=0.01); delay saves ₹25,758 with only 5.9h extra expected downtime."
MCH-381,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.08,310.94,59.86,23.68,2667.14,Delay,"Low failure risk (p=0.01); delay saves ₹25,758 with only 5.9h extra expected downtime."
MCH-382,Lathe,0.005,99.5,Healthy,Preventive Now,0,1,0,17.63,24770.4,10930.48,4471.7,35803.85,Delay,"Low failure risk (p=0.01); delay saves ₹34,713 with only 17.5h extra expected downtime."
MCH-382,Lathe,0.005,99.5,Healthy,Delay 72h,72,0,72,0.18,295.14,109.14,44.65,1090.71,Delay,"Low failure risk (p=0.01); delay saves ₹34,713 with only 17.5h extra expected downtime."
MCH-383,Hydraulic Press,0.059,94.1,Healthy,Preventive Now,0,1,0,18.12,24669.21,52476.61,5626.47,79801.59,Delay,"Low failure risk (p=0.06); delay saves ₹51,581 with only 16.0h extra expected downtime."
MCH-383,Hydraulic Press,0.059,94.1,Healthy,Delay 72h,72,0,72,2.1,4430.95,6084.54,652.38,28220.59,Delay,"Low failure risk (p=0.06); delay saves ₹51,581 with only 16.0h extra expected downtime."
MCH-384,Conveyor,0.016,98.4,Healthy,Preventive Now,0,1,0,18.69,14640.9,15396.04,6755.59,30924.64,Delay,"Low failure risk (p=0.02); delay saves ₹23,695 with only 18.1h extra expected downtime."
MCH-384,Conveyor,0.016,98.4,Healthy,Delay 72h,72,0,72,0.6,821.6,490.32,215.15,7229.92,Delay,"Low failure risk (p=0.02); delay saves ₹23,695 with only 18.1h extra expected downtime."
MCH-385,CNC Mill,0.986,1.4,Critical,Preventive Now,0,1,0,6.48,23240.69,11373.5,2040.0,95256.75,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹385,707 and 3.4h downtime."
MCH-385,CNC Mill,0.986,1.4,Critical,Delay 72h,72,0,72,9.86,59371.69,17308.64,3104.56,480964.07,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹385,707 and 3.4h downtime."
MCH-386,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,11.12,21533.18,29712.92,3501.28,51349.57,Delay,"Low failure risk (p=0.01); delay saves ₹49,952 with only 11.0h extra expected downtime."
MCH-386,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.13,351.7,355.91,41.94,1397.4,Delay,"Low failure risk (p=0.01); delay saves ₹49,952 with only 11.0h extra expected downtime."
MCH-387,Lathe,0.008,99.2,Healthy,Preventive Now,0,1,0,14.23,19600.36,29391.67,3611.09,49569.38,Delay,"Low failure risk (p=0.01); delay saves ₹44,973 with only 14.0h extra expected downtime."
MCH-387,Lathe,0.008,99.2,Healthy,Delay 72h,72,0,72,0.23,277.8,469.14,57.64,4595.96,Delay,"Low failure risk (p=0.01); delay saves ₹44,973 with only 14.0h extra expected downtime."
MCH-388,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,47.77,11666.0,40709.0,17267.92,52665.57,Delay,"Low failure risk (p=0.01); delay saves ₹49,968 with only 47.3h extra expected downtime."
MCH-388,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.48,354.44,406.48,172.42,2698.03,Delay,"Low failure risk (p=0.01); delay saves ₹49,968 with only 47.3h extra expected downtime."
MCH-389,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,37.86,16527.54,76540.57,13684.01,93300.1,Delay,"Low failure risk (p=0.01); delay saves ₹90,542 with only 37.5h extra expected downtime."
MCH-389,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.38,447.68,764.26,136.64,2758.52,Delay,"Low failure risk (p=0.01); delay saves ₹90,542 with only 37.5h extra expected downtime."
MCH-390,Lathe,0.024,97.6,Healthy,Preventive Now,0,1,0,45.73,15607.16,56111.45,11600.6,72976.41,Delay,"Low failure risk (p=0.02); delay saves ₹61,008 with only 43.5h extra expected downtime."
MCH-390,Lathe,0.024,97.6,Healthy,Delay 72h,72,0,72,2.18,908.92,2674.1,552.85,11968.34,Delay,"Low failure risk (p=0.02); delay saves ₹61,008 with only 43.5h extra expected downtime."
MCH-391,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,47.97,8680.22,105882.51,13525.51,114709.46,Delay,"Low failure risk (p=0.01); delay saves ₹112,310 with only 47.5h extra expected downtime."
MCH-391,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.48,363.83,1057.24,135.05,2399.29,Delay,"Low failure risk (p=0.01); delay saves ₹112,310 with only 47.5h extra expected downtime."
MCH-392,Conveyor,0.006,99.4,Healthy,Preventive Now,0,1,0,8.31,18316.91,15941.82,3005.59,34706.71,Delay,"Low failure risk (p=0.01); delay saves ₹31,004 with only 8.2h extra expected downtime."
MCH-392,Conveyor,0.006,99.4,Healthy,Delay 72h,72,0,72,0.1,524.89,190.96,36.0,3702.41,Delay,"Low failure risk (p=0.01); delay saves ₹31,004 with only 8.2h extra expected downtime."
MCH-393,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,39.16,8254.01,49882.64,14154.63,58471.91,Delay,"Low failure risk (p=0.01); delay saves ₹55,359 with only 38.8h extra expected downtime."
MCH-393,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.39,379.9,498.08,141.33,3113.04,Delay,"Low failure risk (p=0.01); delay saves ₹55,359 with only 38.8h extra expected downtime."
MCH-394,Hydraulic Press,0.991,0.9,Critical,Preventive Now,0,1,0,22.05,23217.29,36103.0,6849.92,84276.7,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹196,652 and 11.6h downtime."
MCH-394,Hydraulic Press,0.991,0.9,Critical,Delay 72h,72,0,72,33.69,59395.33,55157.75,10465.23,280929.16,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹196,652 and 11.6h downtime."
MCH-395,CNC Mill,0.009,99.1,Healthy,Preventive Now,0,1,0,35.4,9158.75,48966.58,11144.7,58298.74,Delay,"Low failure risk (p=0.01); delay saves ₹55,682 with only 34.8h extra expected downtime."
MCH-395,CNC Mill,0.009,99.1,Healthy,Delay 72h,72,0,72,0.64,581.32,879.03,200.06,2616.42,Delay,"Low failure risk (p=0.01); delay saves ₹55,682 with only 34.8h extra expected downtime."
MCH-396,Lathe,0.006,99.4,Healthy,Preventive Now,0,1,0,23.44,15832.6,69065.41,5947.11,85262.74,Delay,"Low failure risk (p=0.01); delay saves ₹81,469 with only 23.2h extra expected downtime."
MCH-396,Lathe,0.006,99.4,Healthy,Delay 72h,72,0,72,0.28,535.01,827.3,71.24,3793.86,Delay,"Low failure risk (p=0.01); delay saves ₹81,469 with only 23.2h extra expected downtime."
MCH-397,CNC Mill,0.988,1.2,Critical,Preventive Now,0,1,0,25.93,23710.73,75948.3,8163.79,143423.02,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹349,452 and 13.6h downtime."
MCH-397,CNC Mill,0.988,1.2,Critical,Delay 72h,72,0,72,39.52,85353.09,115761.98,12443.42,492875.03,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹349,452 and 13.6h downtime."
MCH-398,Lathe,0.987,1.3,Critical,Preventive Now,0,1,0,30.33,12872.63,62149.96,7694.2,130131.82,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹385,752 and 15.9h downtime."
MCH-398,Lathe,0.987,1.3,Critical,Delay 72h,72,0,72,46.19,53832.94,94656.29,11718.5,515884.1,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹385,752 and 15.9h downtime."
MCH-399,Lathe,0.005,99.5,Healthy,Preventive Now,0,1,0,22.23,16712.15,28550.0,5640.44,45362.2,Delay,"Low failure risk (p=0.01); delay saves ₹44,073 with only 22.0h extra expected downtime."
MCH-399,Lathe,0.005,99.5,Healthy,Delay 72h,72,0,72,0.22,337.39,285.07,56.32,1289.44,Delay,"Low failure risk (p=0.01); delay saves ₹44,073 with only 22.0h extra expected downtime."
MCH-400,Welding Unit,0.006,99.4,Healthy,Preventive Now,0,1,0,47.08,15651.57,140223.59,13275.36,155980.52,Delay,"Low failure risk (p=0.01); delay saves ₹153,103 with only 46.5h extra expected downtime."
MCH-400,Welding Unit,0.006,99.4,Healthy,Delay 72h,72,0,72,0.56,495.87,1679.66,159.02,2877.95,Delay,"Low failure risk (p=0.01); delay saves ₹153,103 with only 46.5h extra expected downtime."
MCH-401,Conveyor,0.011,98.9,Healthy,Preventive Now,0,1,0,10.84,8970.0,24373.26,3916.74,33878.38,Delay,"Low failure risk (p=0.01); delay saves ₹28,925 with only 10.6h extra expected downtime."
MCH-401,Conveyor,0.011,98.9,Healthy,Delay 72h,72,0,72,0.24,851.79,534.45,85.88,4953.76,Delay,"Low failure risk (p=0.01); delay saves ₹28,925 with only 10.6h extra expected downtime."
MCH-402,CNC Mill,0.008,99.2,Healthy,Preventive Now,0,1,0,13.83,9790.07,26633.32,4355.55,36953.23,Delay,"Low failure risk (p=0.01); delay saves ₹32,575 with only 13.6h extra expected downtime."
MCH-402,CNC Mill,0.008,99.2,Healthy,Delay 72h,72,0,72,0.22,420.39,425.11,69.52,4377.76,Delay,"Low failure risk (p=0.01); delay saves ₹32,575 with only 13.6h extra expected downtime."
MCH-403,Welding Unit,0.097,90.3,Healthy,Preventive Now,0,1,0,28.3,22860.7,38837.57,7979.17,65879.87,Delay,"Low failure risk (p=0.10); delay saves ₹23,877 with only 23.0h extra expected downtime."
MCH-403,Welding Unit,0.097,90.3,Healthy,Delay 72h,72,0,72,5.33,6804.46,7321.43,1504.19,42003.25,Delay,"Low failure risk (p=0.10); delay saves ₹23,877 with only 23.0h extra expected downtime."
MCH-404,CNC Mill,0.005,99.5,Healthy,Preventive Now,0,1,0,46.27,21910.93,43987.3,14568.53,66005.73,Delay,"Low failure risk (p=0.01); delay saves ₹64,667 with only 45.8h extra expected downtime."
MCH-404,CNC Mill,0.005,99.5,Healthy,Delay 72h,72,0,72,0.46,182.74,439.21,145.47,1338.65,Delay,"Low failure risk (p=0.01); delay saves ₹64,667 with only 45.8h extra expected downtime."
MCH-405,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,19.13,14748.06,28765.66,5393.26,43608.07,Delay,"Low failure risk (p=0.01); delay saves ₹42,412 with only 18.9h extra expected downtime."
MCH-405,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.19,279.93,287.23,53.85,1196.1,Delay,"Low failure risk (p=0.01); delay saves ₹42,412 with only 18.9h extra expected downtime."
MCH-406,Hydraulic Press,0.011,98.9,Healthy,Preventive Now,0,1,0,24.08,18274.28,56663.41,7478.91,75178.15,Delay,"Low failure risk (p=0.01); delay saves ₹71,862 with only 23.6h extra expected downtime."
MCH-406,Hydraulic Press,0.011,98.9,Healthy,Delay 72h,72,0,72,0.53,470.34,1242.49,163.99,3315.87,Delay,"Low failure risk (p=0.01); delay saves ₹71,862 with only 23.6h extra expected downtime."
MCH-407,CNC Mill,0.016,98.4,Healthy,Preventive Now,0,1,0,29.14,17266.38,25169.86,9174.88,42881.17,Delay,"Low failure risk (p=0.02); delay saves ₹37,723 with only 28.2h extra expected downtime."
MCH-407,CNC Mill,0.016,98.4,Healthy,Delay 72h,72,0,72,0.93,1390.59,801.59,292.19,5158.39,Delay,"Low failure risk (p=0.02); delay saves ₹37,723 with only 28.2h extra expected downtime."
MCH-408,CNC Mill,0.005,99.5,Healthy,Preventive Now,0,1,0,38.76,24792.78,25425.28,12203.51,50535.62,Delay,"Low failure risk (p=0.01); delay saves ₹47,782 with only 38.4h extra expected downtime."
MCH-408,CNC Mill,0.005,99.5,Healthy,Delay 72h,72,0,72,0.39,382.26,253.87,121.85,2753.2,Delay,"Low failure risk (p=0.01); delay saves ₹47,782 with only 38.4h extra expected downtime."
MCH-409,Hydraulic Press,0.988,1.2,Critical,Preventive Now,0,1,0,48.49,24635.53,49878.34,15059.37,90693.92,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹135,490 and 25.4h downtime."
MCH-409,Hydraulic Press,0.988,1.2,Critical,Delay 72h,72,0,72,73.9,42291.59,76025.62,22953.81,226184.17,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹135,490 and 25.4h downtime."
MCH-410,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,16.12,15189.65,15160.89,5828.38,30468.06,Delay,"Low failure risk (p=0.01); delay saves ₹29,308 with only 16.0h extra expected downtime."
MCH-410,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.16,225.62,151.38,58.2,1160.48,Delay,"Low failure risk (p=0.01); delay saves ₹29,308 with only 16.0h extra expected downtime."
MCH-411,Welding Unit,0.006,99.4,Healthy,Preventive Now,0,1,0,13.42,9389.05,21861.85,3784.89,31492.0,Delay,"Low failure risk (p=0.01); delay saves ₹29,128 with only 13.3h extra expected downtime."
MCH-411,Welding Unit,0.006,99.4,Healthy,Delay 72h,72,0,72,0.16,494.56,261.87,45.34,2363.76,Delay,"Low failure risk (p=0.01); delay saves ₹29,128 with only 13.3h extra expected downtime."
MCH-412,Conveyor,0.991,0.9,Critical,Preventive Now,0,1,0,29.71,23182.25,18845.67,10738.57,110107.04,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹413,221 and 15.7h downtime."
MCH-412,Conveyor,0.991,0.9,Critical,Delay 72h,72,0,72,45.39,40675.3,28792.2,16406.27,523328.3,Preventive Now,"High failure risk (p=0.99) makes delay expensive; PM now saves ₹413,221 and 15.7h downtime."
MCH-413,CNC Mill,0.006,99.4,Healthy,Preventive Now,0,1,0,25.25,24377.22,25157.25,7948.85,49963.57,Delay,"Low failure risk (p=0.01); delay saves ₹46,515 with only 24.9h extra expected downtime."
MCH-413,CNC Mill,0.006,99.4,Healthy,Delay 72h,72,0,72,0.3,286.89,301.34,95.21,3448.89,Delay,"Low failure risk (p=0.01); delay saves ₹46,515 with only 24.9h extra expected downtime."
MCH-414,Welding Unit,0.026,97.4,Healthy,Preventive Now,0,1,0,44.54,17103.61,129802.09,12559.26,147977.09,Delay,"Low failure risk (p=0.03); delay saves ₹132,134 with only 42.2h extra expected downtime."
MCH-414,Welding Unit,0.026,97.4,Healthy,Delay 72h,72,0,72,2.3,2002.82,6697.47,648.03,15842.84,Delay,"Low failure risk (p=0.03); delay saves ₹132,134 with only 42.2h extra expected downtime."
MCH-415,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,12.73,17695.39,24209.56,3588.24,42385.34,Delay,"Low failure risk (p=0.01); delay saves ₹38,289 with only 12.5h extra expected downtime."
MCH-415,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.18,555.67,338.22,50.13,4096.47,Delay,"Low failure risk (p=0.01); delay saves ₹38,289 with only 12.5h extra expected downtime."
MCH-416,Welding Unit,0.008,99.2,Healthy,Preventive Now,0,1,0,40.3,20286.3,34717.03,11361.47,55442.08,Delay,"Low failure risk (p=0.01); delay saves ₹51,445 with only 39.7h extra expected downtime."
MCH-416,Welding Unit,0.008,99.2,Healthy,Delay 72h,72,0,72,0.64,517.67,554.14,181.35,3996.82,Delay,"Low failure risk (p=0.01); delay saves ₹51,445 with only 39.7h extra expected downtime."
MCH-417,CNC Mill,0.034,96.6,Healthy,Preventive Now,0,1,0,43.84,20484.06,102277.08,13804.48,123300.08,Delay,"Low failure risk (p=0.03); delay saves ₹110,119 with only 40.9h extra expected downtime."
MCH-417,CNC Mill,0.034,96.6,Healthy,Delay 72h,72,0,72,2.95,2703.48,6884.62,929.23,13181.04,Delay,"Low failure risk (p=0.03); delay saves ₹110,119 with only 40.9h extra expected downtime."
MCH-418,CNC Mill,0.936,6.4,Critical,Preventive Now,0,1,0,43.16,23874.93,55724.24,13590.46,138118.84,Preventive Now,"High failure risk (p=0.94) makes delay expensive; PM now saves ₹389,587 and 19.9h downtime."
MCH-418,CNC Mill,0.936,6.4,Critical,Delay 72h,72,0,72,63.09,56128.87,81445.8,19863.63,527705.77,Preventive Now,"High failure risk (p=0.94) makes delay expensive; PM now saves ₹389,587 and 19.9h downtime."
MCH-419,Hydraulic Press,0.006,99.4,Healthy,Preventive Now,0,1,0,41.78,12467.65,124096.99,12975.18,136994.24,Delay,"Low failure risk (p=0.01); delay saves ₹132,204 with only 41.3h extra expected downtime."
MCH-419,Hydraulic Press,0.006,99.4,Healthy,Delay 72h,72,0,72,0.5,440.02,1486.49,155.42,4790.49,Delay,"Low failure risk (p=0.01); delay saves ₹132,204 with only 41.3h extra expected downtime."
MCH-420,CNC Mill,0.074,92.6,Healthy,Preventive Now,0,1,0,37.62,18782.98,73200.35,11844.22,93255.32,Delay,"Low failure risk (p=0.07); delay saves ₹69,120 with only 32.2h extra expected downtime."
MCH-420,CNC Mill,0.074,92.6,Healthy,Delay 72h,72,0,72,5.45,5056.79,10598.37,1714.87,24135.14,Delay,"Low failure risk (p=0.07); delay saves ₹69,120 with only 32.2h extra expected downtime."
MCH-421,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,13.52,11190.17,32934.79,3811.99,44380.24,Delay,"Low failure risk (p=0.01); delay saves ₹41,991 with only 13.4h extra expected downtime."
MCH-421,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.14,358.93,328.85,38.06,2389.68,Delay,"Low failure risk (p=0.01); delay saves ₹41,991 with only 13.4h extra expected downtime."
MCH-422,Conveyor,0.01,99.0,Healthy,Preventive Now,0,1,0,20.36,11565.97,44775.04,7359.83,57064.08,Delay,"Low failure risk (p=0.01); delay saves ₹50,936 with only 20.0h extra expected downtime."
MCH-422,Conveyor,0.01,99.0,Healthy,Delay 72h,72,0,72,0.41,414.7,892.82,146.76,6127.94,Delay,"Low failure risk (p=0.01); delay saves ₹50,936 with only 20.0h extra expected downtime."
MCH-423,Conveyor,0.007,99.3,Healthy,Preventive Now,0,1,0,9.52,14184.51,12065.68,3441.16,26699.19,Delay,"Low failure risk (p=0.01); delay saves ₹23,200 with only 9.4h extra expected downtime."
MCH-423,Conveyor,0.007,99.3,Healthy,Delay 72h,72,0,72,0.13,336.82,168.57,48.08,3498.73,Delay,"Low failure risk (p=0.01); delay saves ₹23,200 with only 9.4h extra expected downtime."
MCH-424,Hydraulic Press,0.005,99.5,Healthy,Preventive Now,0,1,0,40.46,16485.22,62112.28,12566.91,78778.02,Delay,"Low failure risk (p=0.01); delay saves ₹76,505 with only 40.1h extra expected downtime."
MCH-424,Hydraulic Press,0.005,99.5,Healthy,Delay 72h,72,0,72,0.4,449.71,620.19,125.48,2273.36,Delay,"Low failure risk (p=0.01); delay saves ₹76,505 with only 40.1h extra expected downtime."
MCH-425,Welding Unit,0.017,98.3,Healthy,Preventive Now,0,1,0,24.32,15239.44,32582.92,6857.91,49022.24,Delay,"Low failure risk (p=0.02); delay saves ₹38,417 with only 23.5h extra expected downtime."
MCH-425,Welding Unit,0.017,98.3,Healthy,Delay 72h,72,0,72,0.82,1503.55,1102.2,231.99,10604.92,Delay,"Low failure risk (p=0.02); delay saves ₹38,417 with only 23.5h extra expected downtime."
MCH-426,Conveyor,0.005,99.5,Healthy,Preventive Now,0,1,0,16.52,14343.07,14982.0,5973.18,29530.83,Delay,"Low failure risk (p=0.01); delay saves ₹27,694 with only 16.4h extra expected downtime."
MCH-426,Conveyor,0.005,99.5,Healthy,Delay 72h,72,0,72,0.17,315.83,149.6,59.64,1837.17,Delay,"Low failure risk (p=0.01); delay saves ₹27,694 with only 16.4h extra expected downtime."
MCH-427,Welding Unit,0.005,99.5,Healthy,Preventive Now,0,1,0,45.37,19213.3,94604.43,12791.35,114103.35,Delay,"Low failure risk (p=0.01); delay saves ₹110,900 with only 44.9h extra expected downtime."
MCH-427,Welding Unit,0.005,99.5,Healthy,Delay 72h,72,0,72,0.45,354.08,944.63,127.72,3202.9,Delay,"Low failure risk (p=0.01); delay saves ₹110,900 with only 44.9h extra expected downtime."
MCH-428,Hydraulic Press,0.012,98.8,Healthy,Preventive Now,0,1,0,7.93,23400.01,5700.94,2462.54,29883.76,Delay,"Low failure risk (p=0.01); delay saves ₹24,097 with only 7.7h extra expected downtime."
MCH-428,Hydraulic Press,0.012,98.8,Healthy,Delay 72h,72,0,72,0.19,431.44,136.33,58.89,5786.5,Delay,"Low failure risk (p=0.01); delay saves ₹24,097 with only 7.7h extra expected downtime."
MCH-429,Hydraulic Press,0.01,99.0,Healthy,Preventive Now,0,1,0,31.49,8279.25,23910.08,9781.98,32789.3,Delay,"Low failure risk (p=0.01); delay saves ₹27,453 with only 30.9h extra expected downtime."
MCH-429,Hydraulic Press,0.01,99.0,Healthy,Delay 72h,72,0,72,0.63,859.5,476.77,195.05,5336.04,Delay,"Low failure risk (p=0.01); delay saves ₹27,453 with only 30.9h extra expected downtime."
MCH-430,Lathe,0.006,99.4,Healthy,Preventive Now,0,1,0,33.46,17260.47,58836.28,8488.61,76476.86,Delay,"Low failure risk (p=0.01); delay saves ₹72,830 with only 33.1h extra expected downtime."
MCH-430,Lathe,0.006,99.4,Healthy,Delay 72h,72,0,72,0.4,408.07,704.77,101.68,3646.93,Delay,"Low failure risk (p=0.01); delay saves ₹72,830 with only 33.1h extra expected downtime."
MCH-431,Hydraulic Press,0.01,99.0,Healthy,Preventive Now,0,1,0,9.03,22478.99,22045.74,2803.75,45005.68,Delay,"Low failure risk (p=0.01); delay saves ₹40,933 with only 8.8h extra expected downtime."
MCH-431,Hydraulic Press,0.01,99.0,Healthy,Delay 72h,72,0,72,0.18,427.12,439.6,55.91,4073.07,Delay,"Low failure risk (p=0.01); delay saves ₹40,933 with only 8.8h extra expected downtime."
MCH-432,Conveyor,0.008,99.2,Healthy,Preventive Now,0,1,0,24.46,22557.82,33667.94,8841.0,56726.76,Delay,"Low failure risk (p=0.01); delay saves ₹52,153 with only 24.1h extra expected downtime."
MCH-432,Conveyor,0.008,99.2,Healthy,Delay 72h,72,0,72,0.39,696.26,537.4,141.12,4573.67,Delay,"Low failure risk (p=0.01); delay saves ₹52,153 with only 24.1h extra expected downtime."
MCH-433,Conveyor,0.05,95.0,Healthy,Preventive Now,0,1,0,45.98,23435.89,113182.68,16620.15,138555.99,Delay,"Low failure risk (p=0.05); delay saves ₹111,054 with only 41.4h extra expected downtime."
MCH-433,Conveyor,0.05,95.0,Healthy,Delay 72h,72,0,72,4.53,3434.58,11151.0,1637.45,27501.75,Delay,"Low failure risk (p=0.05); delay saves ₹111,054 with only 41.4h extra expected downtime."
MCH-434,Welding Unit,0.007,99.3,Healthy,Preventive Now,0,1,0,17.54,21297.33,20500.81,4944.43,42179.79,Delay,"Low failure risk (p=0.01); delay saves ₹38,926 with only 17.3h extra expected downtime."
MCH-434,Welding Unit,0.007,99.3,Healthy,Delay 72h,72,0,72,0.24,423.18,286.41,69.08,3253.89,Delay,"Low failure risk (p=0.01); delay saves ₹38,926 with only 17.3h extra expected downtime."
MCH-435,Lathe,0.005,99.5,Healthy,Preventive Now,0,1,0,44.07,23345.44,96207.09,11179.25,119628.78,Delay,"Low failure risk (p=0.01); delay saves ₹117,737 with only 43.6h extra expected downtime."
MCH-435,Lathe,0.005,99.5,Healthy,Delay 72h,72,0,72,0.44,422.8,960.63,111.63,1891.75,Delay,"Low failure risk (p=0.01); delay saves ₹117,737 with only 43.6h extra expected downtime."
MCH-436,Hydraulic Press,0.006,99.4,Healthy,Preventive Now,0,1,0,26.85,8555.47,66483.76,8338.96,75431.91,Delay,"Low failure risk (p=0.01); delay saves ₹71,828 with only 26.5h extra expected downtime."
MCH-436,Hydraulic Press,0.006,99.4,Healthy,Delay 72h,72,0,72,0.32,189.45,796.37,99.89,3603.67,Delay,"Low failure risk (p=0.01); delay saves ₹71,828 with only 26.5h extra expected downtime."
MCH-437,Lathe,0.965,3.5,Critical,Preventive Now,0,1,0,29.53,20601.17,27345.25,7491.45,95551.07,Preventive Now,"High failure risk (p=0.96) makes delay expensive; PM now saves ₹310,073 and 14.7h downtime."
MCH-437,Lathe,0.965,3.5,Critical,Delay 72h,72,0,72,44.2,47331.57,40927.75,11212.48,405623.67,Preventive Now,"High failure risk (p=0.96) makes delay expensive; PM now saves ₹310,073 and 14.7h downtime."
MCH-438,CNC Mill,0.008,99.2,Healthy,Preventive Now,0,1,0,6.32,17447.57,12887.08,1988.4,30643.44,Delay,"Low failure risk (p=0.01); delay saves ₹27,951 with only 6.2h extra expected downtime."
MCH-438,CNC Mill,0.008,99.2,Healthy,Delay 72h,72,0,72,0.1,427.85,205.7,31.74,2692.17,Delay,"Low failure risk (p=0.01); delay saves ₹27,951 with only 6.2h extra expected downtime."
MCH-439,Welding Unit,0.964,3.6,Critical,Preventive Now,0,1,0,46.41,23842.99,132201.37,13085.49,193085.78,Preventive Now,"High failure risk (p=0.96) makes delay expensive; PM now saves ₹305,304 and 23.0h downtime."
MCH-439,Welding Unit,0.964,3.6,Critical,Delay 72h,72,0,72,69.41,53739.29,197707.3,19569.37,498389.34,Preventive Now,"High failure risk (p=0.96) makes delay expensive; PM now saves ₹305,304 and 23.0h downtime."
MCH-440,Hydraulic Press,0.981,1.9,Critical,Preventive Now,0,1,0,45.56,14853.02,40826.2,14150.57,83989.08,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹214,786 and 23.5h downtime."
MCH-440,Hydraulic Press,0.981,1.9,Critical,Delay 72h,72,0,72,69.06,48154.84,61887.51,21450.52,298774.78,Preventive Now,"High failure risk (p=0.98) makes delay expensive; PM now saves ₹214,786 and 23.5h downtime."
MCH-441,Conveyor,0.112,88.8,Healthy,Preventive Now,0,1,0,38.76,10147.61,75284.71,14010.53,89746.64,Delay,"Low failure risk (p=0.11); delay saves ₹40,513 with only 30.4h extra expected downtime."
